Investigador,Nombre del proyecto,Tipo,Inicio,Año de inicio,Duración,Fin,Año de finalización,Resumen,Palabras,Área,Sectores 
Lida Marcela Franco Pérez,Efecto de un pesticida neonicotinoide (IMIDACLOPRID) sobre la tasa metabólica estándar de abejas obreras adultas de Apis mellifera.,Tipo de proyecto: Investigación y desarrollo,Julio 2016,2016,,Noviembre 2017,2017," Una de las más antiguas asociaciones entre los seres humanos y otras especies está representada por la domesticación de Apis mellifera. Esta especie se encuentra distribuida en todo el mundo, trayendo grandes beneficios a los humanos, como productos para consumir y servicios ecosistémicos para el mantenimiento de la biodiversidad, las comunidades de plantas silvestres y cultivos agrícolas. A pesar del papel crucial de las abejas en la polinización, se han documentado grandes disminuciones en las colonias, evidenciadas en diferentes partes del mundo durante los últimos años. Las causas relacionadas con esta drástica disminución son atribuidas a factores relacionados con efecto antropogénico en la agricultura a nivel mundial. Estas altas pérdidas se han generado por el uso descomunal de pesticidas donde la exposición a estos ha sido un factor potencial en el colapso de colonias (CCD); algunos estudios han demostrado que los niveles de pesticidas residuales en las abejas y sus productos son altos, teniendo como resultado efectos residuales significativos en los individuos de la especie. No obstante, debido la poca información científica en Colombia relacionada con las causas de la reciente y acelerada declinación de la población de abejas, y las consecuencias que esto trae, es importante generar nuevos conocimientos a partir de la investigación y observación de esta problemática con el fin de entender la dinámica y tratar de predecir que podría suceder con las poblaciones de polinizadores en las zonas tropicales. Basándose en los anteriores argumentos se pretende realizar un experimento para estimar cómo las dosis residuales afectan la tasa metabólica de abejas obreras adultas de Apis mellifera.La pregunta de investigación formulada para el proyecto es ¿Los pesticidas neonicotinoides (Imidacloprid), en dosis residuales tienen un efecto sobre la viabilidad y desempeño (metabolismo energético) de abejas adultas de  Apis mellifera?",,,
Lida Marcela Franco Pérez,Efecto del pesticida neonicotinoide (IMIDACLOPRID) sobre la tasa metabólica estándar de larvas  y pupas de Apis mellifera,Tipo de proyecto: Investigación y desarrollo,Junio 2016,2016,,Agosto 2017,2017,,,,
Lida Marcela Franco Pérez,Comportamiento depredador de Phoneutria sp. (Aranaea:Ctenidae) bajo condiciones de laboratorio,Tipo de proyecto: Investigación y desarrollo,Enero 2017,2017,,,,,,,
Lida Marcela Franco Pérez,"Efecto de la fragmentación del bosque templado Valdiviano, sobre la diversidad genética de micromamíferos: El monito de monte como modelo de estudio",Tipo de proyecto: Investigación y desarrollo,Julio 2012,2012,,Julio 2014,2014,,,,
Lida Marcela Franco Pérez,"Determinación del efeccto de pesticidas neonicotinoides y temperaturas termicas extremas, sobre el crecimiento y desempeño de larvas de Apis mellifera",Tipo de proyecto: Investigación y desarrollo,Febrero 2016,2016,,,,,,,
Lida Marcela Franco Pérez,"Comportamiento depredador, metabolismo energético y efectos toxinológicos de Phoneutria boliviensis",Tipo de proyecto: Investigación y desarrollo,Enero 2018,2018,,Diciembre 2019,2019,,,,
Lida Marcela Franco Pérez,Evaluando el efecto de la dosis residual de un neonicotinoide en el microbioma intestinal de Apis mellifera usando técnicas metagenómicas,Tipo de proyecto: Investigación y desarrollo,Enero 2018,2018,,,,,,,
Lida Marcela Franco Pérez,Influencia de la dieta sobre las características toxinológicas y toxicológicas de diferentes poblaciones colombianas de Phoneutria boliviensis (arane: ctenidae): aplicación de varias líneas de evidencia para el manejo de artrópodos venenosos...,Tipo de proyecto: Investigación y desarrollo,Diciembre 2018,2018,,,," El comportamiento depredador y las características tróficas se encuentran estrechamente ligados a la toxicidad en arañas venenosas y se ha establecido que la dieta es determinante en la composición del veneno y de las características toxicológicas y toxinológicas. Pocos estudios han abordado aspectos tróficos asociados a P. boliviensis, una de las arañas más venenosas del mundo. El objetivo del estudio es evaluar aspectos tróficos y el comportamiento alimentario de P. boliviensis utilizando análisis transcriptómico a través de la cuantificación y comparación de la expresión génica y su relación con las características toxicológicas y toxinológicas del veneno, partiendo de la hipótesis de que la toxicidad del veneno está correlacionada con la dieta y varía entre diferentes poblaciones geográficamente aisladas en el territorio colombiano. Se caracterizará la dieta y la fuerza producida por los quelíceros en tres poblaciones colombianas aisladas de P. boliviensis a través de DNA metabarcoding y biomecánica, respectivamente. Se caracterizará toxinológica (perfil químico) y toxicológicamente (DL50) el veneno, bajo condiciones de laboratorio en donde los organismos serán expuestos a dietas mixtas y monófagas, de acuerdo con la literatura y datos de campo obtenidos de experiencias previas. Finalmente, se extraerán las glándulas del veneno de individuos expuestos a las dietas diferenciales para determinar su relación con la toxicidad del veneno a través de la técnica de secuenciación del transcriptoma de novo. Todos los aspectos evaluados darán una visión más clara sobre la toxicidad de la especie y sus implicaciones comportamentales y constituirán la base para futuras investigaciones sobre la biología de las arañas.",,,
Lida Marcela Franco Pérez,"Plan de Manejo Ambiental de la Reserva Natural de la Sociedad Civil, Conjunto reservas Naturales de SUMICOL S.A La estrella RNSC01011",Tipo de proyecto: Investigación y desarrollo,Julio 2016,2016,,Mayo 2017,2017,,,,
Lida Marcela Franco Pérez,"control y regulación del sopor en el único mamífero hibernante sudamericano, el marsupial ancestral ¿monito del monte¿ Dromiciops gliroides (Marsupialia: Microbiotheria)",Tipo de proyecto: Investigación y desarrollo,Octubre 2009,2009,,Septiembre 2013,2013,,,,
Lida Marcela Franco Pérez,"Importancia del agrupamiento durante el sopor: mecanismos proximales y consecuencias ecológicas en el marsupial Austral ¿monito de monte¿ (Dromiciops gliroides, Marsupialia: Microbiotheria)",Tipo de proyecto: Investigación y desarrollo,Febrero 2008,2008,,Abril 2010,2010,,,,
Lida Marcela Franco Pérez,Conservación de mutualismos de dispersión entre el raro marsupial arbóreo Dromiciops gliroides y epífitas con frutos carnosos en el bosque templado austral,Tipo de proyecto: Investigación y desarrollo,Marzo 2007,2007,,Marzo 2009,2009,,,,
Lida Marcela Franco Pérez,Ecología trófica de la nutria de rio (Lontra provocax) en Humedal Rio Cruces y tributarios: Un análisis de isotopos estables,Tipo de proyecto: Investigación y desarrollo,Febrero 2008,2008,,Agosto 2010,2010,,,,
Lida Marcela Franco Pérez,Condición trófica del Humedal Rio Cruces,Tipo de proyecto: Investigación y desarrollo,Febrero 2006,2006,,Febrero 2007,2007,,,,
Lida Marcela Franco Pérez,Variación interpoblacional de dialectos de canto en el Chincol (Zonotrichia capensis): efecto ambiental y consecuencias en el reconocimiento interpoblacional,Tipo de proyecto: Investigación y desarrollo,Abril 2005,2005,,,,,,,
Lida Marcela Franco Pérez,Correlatos fisiológicos de la mortalidad masiva del cisne de cuello negro Cygnus melanocoryphus en el Santuario Río Cruces,Tipo de proyecto: Investigación y desarrollo,Enero 2004,2004,,,,,,,
Jeferson  Fernando Piamba JIMENEZ,DESARROLLO DE ALEACIÓN DE ALUMINIO SERIE 6xxx PARA USO COMO CONDUCTOR ELÉCTRICO EN APLICACIONES DE CABLES UMBILICALES,"Tipo de proyecto: Investigación, desarrollo e Innovación",Octubre 2014,2014,,Abril 2019,2019," La idea planteada implica el desarrollo de una aleación de aluminio serie 6xxx para uso como conductor eléctrico en aplicaciones de cables umbilicales. Específicamente, la pregunta que se quiere resolver con la ejecución del proyecto es, si es posible obtener un conductor de aleación de aluminio serie 6xxx, con una conductividad mínima de 56%IACS, sin afectar su resistencia al esfuerzo tensil, por medio de la modificación de las proporciones de aleantes principales y de transición, de fabricación propia, y cuyas propiedades cumplan con los requerimientos de las normas correspondientes, de tal forma que pueda ser potencializada su aplicación en cables umbilicales. La aleación a desarrollar será una variación de la AA6201, la cual servirá como punto de partida de la composición química y para los parámetros de fabricación. Las modificaciones químicas incluyen la adición de Si en exceso, adición de porcentajes variables de boro para lograr precipitado de componentes intermetálicos y búsqueda de disminución de contenido de hierro. A las aleaciones se les evaluará su resistencia mecánica, conductividad eléctrica y resistencia a la corrosión en ambiente marino. A través de este desarrollo se busca impactar en el mercado de los cables umbilicales con un producto especializado, el cual esté apoyado técnicamente con un estudio que lo soporte como innovación. También, en el marco de esta investigación se busca adelantar tesis de pregrado, maestría y doctorado, buscando aportar al desarrollo de profesionales altamente calificados.",,,
