Investigador,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
Natalia Andrea Salazar Camacho,Sustainable Development in the Colombian Post-Conflict¿The Impact of Renewable Energies in Coffee-GrowingWomen,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO, , Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/su15021618, 2071-1050,Sustainability,2023, 15, , 1618, 1639,,,
Natalia Andrea Salazar Camacho,Mango (Mangifera indica L.) Dehydration as aWomen Entrepreneurship Alternative in Vulnerable Communities,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO,  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/su14031548, 2071-1050,Sustainability,2022, 14, NA, 1548, 1561,,,
Natalia Andrea Salazar Camacho,Efecto del control de congelamiento en la liofilización de mango (Mangifera indica L.) encapsulado,Artículo - Corto (Resumen),NATALIA ANDREA SALAZAR CAMACHO,  Colombia, Universidad Nacional de Colombia, 10.15446/agron.colomb.sup.2016n1.58341, 2357-3732,Agronomia Colombiana,2016, 1, , 540, 544,,,
Natalia Andrea Salazar Camacho,Evaluation of Some Ingredients and Energy Content on Front-of-Pack Cereal Bar Labeling as Drivers of Choice and Perception of Healthiness: A Case Study with Exercisers,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO, , Wiley-VCH Verlag Berlin GmbH, 10.1111/1750-3841.14726, 0022-1147,Journal of Food Science,2019, 84, 8, 2269, 2277,,,
Natalia Andrea Salazar Camacho,Effect of convective drying assisted by ultrasound on drying time and aroma of tamarillo and mango fruits,Artículo - Corto (Resumen),NATALIA ANDREA SALAZAR CAMACHO,  Estados Unidos,, 10.1121/2.0000615, 0163-0962,Program Of The Meeting - Acoustical Society Of America,2017, 28, 1, 1, 11,,,
Natalia Andrea Salazar Camacho,Optimization of freezing parameters for freezedrying mango (Mangifera indica L.) slices,Artículo - Publicado en revista especializada,NATALIA ANDREA SALAZAR CAMACHO,  Estados Unidos," Marcel Dekker, Inc.", 10.1080/07373937.2017.1315431, 0737-3937,Drying Technology,2017, 36, 2, 192, 204,,,
Sergio Alejandro Balaguera Reina,"Relaciones etno-zoológicas, hábitat y estructura poblacional de Caiman crocodilus fuscus en las Ciénagas Zapatosa y Costilla, departamento del Cesar, Colombia",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Colombia, Universidad De Los Andes Merida,, 1690-7930,Herpetotropicos,2012, 8, 1-2, 5, 8,,,
Sergio Alejandro Balaguera Reina,"Molecular characterization of the spectacled caiman (Caiman crocodilus) in the upper Magdalena River basin, Colombia: Demographic and phylogeographic insights.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Taylor & Francis Ltd, 10.1080/14772000.2021.1968975, 1478-0933,Systematics and Biodiversity,2021, 19, 8, 1040, 1048,,,
Sergio Alejandro Balaguera Reina,"Distribution and habitat use intensity of the Neotropical Otter (Lontra longicaudis Olfers, 1818) in a Colombian hydroelectric dam",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Editorial De La Universidad De Costa Rica, 10.15517/RBT.V68IS2.44348, 2215-2075,Revista de Biologia Tropical,2020, 68, S2, 177, 189,,,
Sergio Alejandro Balaguera Reina,From the river to the ocean: mitochondrial DNA analyses provide evidence of spectacled caimans (Caiman crocodilus Linnaeus 1758) mainland-insular dispersal,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Oxford University Press (UK), 10.1093/biolinnean/blab094, 1095-8312,Biological Journal of the Linnean Society,2021, 134, 2, 486, 497,,,
Sergio Alejandro Balaguera Reina,Population ecology of the spectacled caiman (Caiman crocodilus) in the Apaporis River middle basin,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Wiley-VCH Verlag Berlin GmbH, 10.1002/ecs2.3532, 2150-8925,Ecosphere,2021, 12, 5, 1, 15,,,
Sergio Alejandro Balaguera Reina,Research priorities for the small carnivores of Colombia,Artículo - Publicado en revista especializada,"JOSE FERNANDO GONZALEZ MAYA, SERGIO ALEJANDRO BALAGUERA REINA, AMANCAY DE ATACAMA CEPEDA MERCADO, DIEGO ANDRES ZARRATE CHARRY",  Bélgica,,, 1019-5041,Small Carnivore Conservation,2011, 44, N/A, 7, 13,,,
Sergio Alejandro Balaguera Reina,Traditional uses of wild felids in the Caribbean region of Colombia: new threats for conservation?,Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, CRISTAL DEL MAR ANGE JARAMILLO, CARLOS CASTANO URIBE, AMANCAY DE ATACAMA CEPEDA MERCADO, JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY",  Colombia,,, 2027-3851,Revista Latinoamericana De Conservación,2010, 1, 1, 64, 69,,,
Sergio Alejandro Balaguera Reina,"New records for the northern naked-tailed Armadillo Cabassous centralis (Cingulata: Dasypodidae) in tropical dry forests of the department of Sucre, Colombian Caribbean.",Artículo - Publicado en revista especializada,"CRISTIAN ALEXANDER CRUZ, SERGIO ALEJANDRO BALAGUERA REINA, DIEGO ANDRES ZARRATE CHARRY, AMANCAY DE ATACAMA CEPEDA MERCADO",  México, Wild Felid Research and Manegement association,, 1111-1111,Wild Felid Monitor Newsletter,2011, 15, N/A, 39, 45,,,
Sergio Alejandro Balaguera Reina,"Revistas científicas para la conservación en Latinoamérica: una necesidad, un compromiso y una oportunidad para la región",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, AMANCAY DE ATACAMA CEPEDA MERCADO, JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY",  Colombia,,, 2027-3851,Revista Latinoamericana De Conservación,2010, 1, 1, 5, 8,,,
Sergio Alejandro Balaguera Reina,"Percepciones, conocimiento y relaciones entre los Crocodylia y dos poblaciones humanas de la Vía Parque Isla de Salamanca (Caribe colombiano).",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA",  Colombia,,, 2027-3851,Revista Latinoamericana De Conservación,2010, 1, 1, 53, 63,,,
Sergio Alejandro Balaguera Reina,"First report of Caimán aguja (Crocodylus acutus) population in the Tayrona National Natural Park, Colombia.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Australia, Uicn World Resources Institute,, 1457-1548,Crocodile Specialist Group Newsletter,2012, 31, 1, 7, 10,,,
Sergio Alejandro Balaguera Reina,"Estructura poblacional de Caiman crocodilus en la cuenca baja y media del río Atrato, departamento de Chocó, Colombia",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOHANA BARBOSA, DALILA CAICEDO HERRERA, NOHELIA FARIAS",  Colombia,,, 2027-3851,Revista Latinoamericana De Conservación,2010, 1, 2, 131, 135,,,
Sergio Alejandro Balaguera Reina,"A new population record and conservation assessment of the Santa Marta Poison Arrow Frog Colostethus ruthveni Kaplan 1997 (Anura, Dendrobatidae) from Sierra Nevada de Santa Marta, Colombia (South America)",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, AMANCAY DE ATACAMA CEPEDA MERCADO, JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY",  Estados Unidos, Wildlife Information & Liaison Development Society,, 0974-7893,Journal of Threatened Taxa,2011, 3, 3, 1633, 1636,,,
Sergio Alejandro Balaguera Reina,Rescate y manejo de fauna silvestre ex situ en Colombia: Estudio de caso de un jaguar (Panthera onca) en la Orinoquía Colombiana.,Artículo - Publicado en revista especializada,"DIEGO ANDRES ZARRATE CHARRY, LAURA MARIA LAVERDE TRUJILLO, SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA, FERNANDO TRUJILLO",  Colombia, Universidad CES - PROINVESTIGACION,, 1900-9607,Revista Ces Medicina Veterinaria Y Zootecnia,2009, 4, 1, 81, 89,,,
Sergio Alejandro Balaguera Reina,"Estructura poblacional, abundancia, distribución y uso de hábitat de Caiman crocodilus fuscus (Cope, 1868) en la Vía Parque Isla de Salamanca, Caribe colombiano",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA",  Chile, Sociedad Chilena De Ciencias Del Mar Y Universidad De Valparaiso, 10.4067/S0718-19572009000100014., 0717-3326,Revista de Biologia Marina y Oceanografia,2009, 44, 1, 145, 152,,,
Sergio Alejandro Balaguera Reina,Colombian Regional Report.,Artículo - Revisión (Survey),"JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY, SERGIO ALEJANDRO BALAGUERA REINA, AMANCAY DE ATACAMA CEPEDA MERCADO",  Colombia, Wild Felid Research and Manegement association,, 1111-1111,Wild Felid Monitor Newsletter,2010, 3, 1, 9,,,,
Sergio Alejandro Balaguera Reina,"Knowledge status of the Mountain Coati, Nasuella olivacea (Carnivora: Procyonidae), in Colombia and Extent of Occurrence in Northern Andes.",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, AMANCAY DE ATACAMA CEPEDA MERCADO, DIEGO ANDRES ZARRATE CHARRY, JOSE FERNANDO GONZALEZ MAYA",  Estados Unidos,,, 1019-5041,Small Carnivore Conservation,2009, 41, N/A, 35, 40,,,
Sergio Alejandro Balaguera Reina,"Fauna nocturna asociada a los manglares y otros humedales en el Vía Parque Isla de Salamanca, departamento de Magdalena, Caribe colombiano",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA, ARTURO ACERO",  Colombia, Instituto De Investigaciones Marinas Y Costeras,, 0122-9761,Boletin de Investigaciones Marinas y Costeras,2010, 39, 1, 15,,,,
Sergio Alejandro Balaguera Reina,"Unveiling the mystery: Assessing the evolutionary trajectory of the Apaporis caiman population (Caiman crocodilus apaporiensis, Medem 1955) via mitochondrial molecular makers.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Oxford University Press (UK), 10.1093/biolinnean/blaa096, 1095-8312,Biological Journal of the Linnean Society,2020, 131, 1, 163, 171,,,
Sergio Alejandro Balaguera Reina,Individual identification patterns as a monitoring strategy for American crocodiles: Tayrona National Natural Park as a study case,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Brill Academic Publishers, 10.1163/15685381-bja10033, 1568-5381,Amphibia - Reptilia,2020, 41, 4, 1, 8,,,
Sergio Alejandro Balaguera Reina,Tracking a voyager: mitochondrial DNA analyses reveal mainland-insular dispersal of an American crocodile (Crocodylus acutus) across the Caribbean,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Oxford University Press (UK), 10.1093/biolinnean/blaa096, 1095-8312,Biological Journal of the Linnean Society,2020, 131, 1, 163, 171,,,
Sergio Alejandro Balaguera Reina,Rediscovering the Apaporis caiman (Caiman crocodilus apaporiensis): Notes from a long-waited expedition. Journal of Herpetology,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, , Society for the Study of Amphibians and Reptiles, 10.1670/19-028, 1937-2418,Journal of Herpetology,2019, 53, 4, 310, 315,,,
Sergio Alejandro Balaguera Reina,"Biodiversity and Cultural Conservation in Sierra Nevada de Santa Marta, Colombia",Artículo - Revisión (Survey),"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY",  Colombia,,, 1815-2139,Mountain Forum Bulletin,2008, 8, 2, 43, 44,,,
Sergio Alejandro Balaguera Reina,"Population structure, density, and habitat of Crocodylus acutus Cuvier 1807 in the Via Parque Isla de Salamanca, Magdalena Department, Colombia",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA",  Venezuela, Universidad De Los Andes Merida,, 1690-7930,Herpetotropicos,2008, 4, N/A, 59, 63,"Crocodylus acutus, Population Structure,",,
Sergio Alejandro Balaguera Reina,Regional conservation priorities for crocodylians in Bolivia,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA, ,, 10.1016/j.jnc.2019.125753, 0970-5945,Journal Of Nature Conservation,2019, 51, N/A, 1, 13,,,
Sergio Alejandro Balaguera Reina,"First report of Crocodylus acutus Cuvier 1807 in the Vía Parque Isla de Salamanca, Magdalena, Colombia",Artículo - Publicado en revista especializada,"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA",  Colombia, Uicn World Resources Institute,, 1457-1548,Crocodile Specialist Group Newsletter,2008, 27, N/A, 6, 8,"first report, crocodylus acutus,",,
Sergio Alejandro Balaguera Reina,"Jaguar and prey monitoring in South American LLanos, Vichada-Colombia",Artículo - Revisión (Survey),"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA, DIEGO ANDRES ZARRATE CHARRY",  Brasil, Uicn World Resources Institute,, 1457-1548,Crocodile Specialist Group Newsletter,2008, 19, 1, 1, 2,"jaguar, llanos, colombia, ecología,",,
Sergio Alejandro Balaguera Reina,"Scute Patterns as an Individual Identification Tool in an American Crocodile (Crocodylus acutus) Population on Coiba Island, Panama.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles, 10.1670/17-023, 0022-1511,Journal of Herpetology,2017, 51, N/A, 523, 531,,,
Sergio Alejandro Balaguera Reina,"Conservation Status and Distribution Based on a Species Distribution Model of the Endemic Yellow-striped Poison Frog, Dendrobates truncatus (Cope, 1861), in Colombia.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles,, 0018-084X,Herpetological Review,2019, 50, N/A, 52, 57,,,
Sergio Alejandro Balaguera Reina,Occasional jaguar hunting for subsistence in colombian Chocó,Artículo - Revisión (Survey),"SERGIO ALEJANDRO BALAGUERA REINA, JOSE FERNANDO GONZALEZ MAYA",  Estados Unidos,,, 0,Cats News,2008, 40, , 5, 6,"jaguar,",,"Otros sectores - Otro,"
Sergio Alejandro Balaguera Reina,How to estimate population size in crocodylians? Population ecology of American crocodiles in Coiba Island as study case,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Wiley-VCH Verlag Berlin GmbH, 10.1002/ecs2.2474, 2150-8925,Ecosphere,2018, 9, N/A, 1, 16,"crocodylians,",,
Sergio Alejandro Balaguera Reina,Food habits and ontogenetic dietary partitioning of American crocodiles in a tropical Pacific Island in Central America,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Colombia, Wiley-VCH Verlag Berlin GmbH, 10.1002/ecs2.2393, 2150-8925,Ecosphere,2018, 9, N/A, 1, 14,"community ecology,",,
Sergio Alejandro Balaguera Reina,"Conservation Status and Regional Habitat Priorities for the Orinoco Crocodile: Past, Present, and Future.",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Public Library of Science, 10.1371/journal.pone.0172439, 1932-6203,PLoS ONE,2017, 12, N/A, 1, 8,,,
Sergio Alejandro Balaguera Reina,Are we ready for successful apex predator conservation in Colombia? Human-Crocodylian interactions as a study case,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles,, 0018-084X,Herpetological Review,2018, 49, N/A, 5, 12,,,
Sergio Alejandro Balaguera Reina,The biology and conservation status of the American crocodile in Colombia,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles, 10.1670/13-065, 0022-1511,Journal of Herpetology,2015, 49, N/A, 200, 206,,,
Sergio Alejandro Balaguera Reina,Legislation and conservation efforts concerning crocodiles in Colombia: a historical review.,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles,, 0018-084X,Herpetological Review,2014, 45, N/A, 638, 642,,,
Sergio Alejandro Balaguera Reina,Spatial Ecology of the American Crocodile in a Tropical Pacific Island in Central America,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Public Library of Science, 10.1371/journal.pone.0157152, 1932-6203,PLoS ONE,2016, 11, N/A, 1, 8,,,
Sergio Alejandro Balaguera Reina,"Reproductive ecology and hatchlings' growth rates of American crocodile (Crocodylus acutus) on Coiba island, Panama",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Brasil, Sociedade Brasileira de Herpetologia, 10.2994/SAJH-D-14-00024.1, 1808-9798,South American Journal of Herpetology,2015, 10, N/A, 10, 22,,,
Sergio Alejandro Balaguera Reina,Crocodylus acutus in Panama: a status report,Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos,,, 2373-0951,Mesoamerican Herpetology,2015, 2, N/A, 566, 569,,,
Sergio Alejandro Balaguera Reina,"Population Ecology of American Crocodile (Crocodylus acutus) in Coiba National Park, Panama",Artículo - Publicado en revista especializada,SERGIO ALEJANDRO BALAGUERA REINA,  Estados Unidos, Society for the Study of Amphibians and Reptiles, 10.1670/13-193, 0022-1511,Journal of Herpetology,2015, 49, N/A, 349, 357,,,
Yair Guillermo Molina Martínez,"LISTADO DE ESPECIES DE AVES DE LA CUENCA DEL RÍO COELLO (TOLIMA, COLOMBIA)",Artículo - Publicado en revista especializada,"LOSADA PRADO S, CARVAJAL A, YAIR GUILLERMO MOLINA MARTINEZ",  Colombia, Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,, 0124-5376,Biota Colombiana,2005, 6, 1, 101, 116,"AVES,",,"Otros sectores,"
Yair Guillermo Molina Martínez,"Especies endémicas y amenazadas, registradas en la cuenca del Río Coello (Tolima) durante estudios rápidos",Artículo - Publicado en revista especializada,"LOSADA PRADO S, GONZALEZ PRIETO A M, CARVAJAL A, YAIR GUILLERMO MOLINA MARTINEZ",  Colombia, Universidad De Antioquia Fundacion Proaves Asociacion Colombiana De Ornitologia,, 1794-0915,Ornitologia Colombiana,2005, 3, N/A, 76, 80,"aves amenazadas,",,
Yair Guillermo Molina Martínez,"Birds of the Totare River Basin, Colombia",Artículo - Publicado en revista especializada,YAIR GUILLERMO MOLINA MARTINEZ,  Brasil, Centro de Referencia em Informacao Ambiental, https://dx.doi.org/10.15560/10.2.269, 1809-127X,Check List,2014, 10, 2, 269, 286,"LISTA DE ESPECIES,",,
Yair Guillermo Molina Martínez,Avifauna del bosque seco tropical en el departamento del Tolima (Colombia): análisis de la comunidad.,Artículo - Publicado en revista especializada,"LOSADA PRADO S, YAIR GUILLERMO MOLINA MARTINEZ",  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia,, 0366-5232,Caldasia,2011, 33, 1, 271, 294,"AVES,",,
Yair Guillermo Molina Martínez,REPORT ON THE PREDATION OF PALE-BREASTED THRUSH EGGS BY THE ARIEL TOUCAN IN BRAZIL: FAILURE OF THE ANTI-PREDATORY STRATEGY.,Artículo - Publicado en revista especializada,YAIR GUILLERMO MOLINA MARTINEZ,  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, 10.15446/abc.v26n2.86700, 1900-1649,Acta Biologica Colombiana,2021, 26, 2, 278, 282,"Señal acústica,",,
Yair Guillermo Molina Martínez,"Aportes a la caracterización del hábitat del Paujil Piquiazul (Crax alberti) en la Reserva Natural de las Aves El Paujil, y zona amortiguadora en la Serranía de las Quinchas.",Artículo - Publicado en revista especializada,"MIGUEL CESAR MORENO PALACIOS, YAIR GUILLERMO MOLINA MARTINEZ",  Colombia,,, 1900-1592,Conservacion Colombiana,2008, 4, N/A, 39, 45,"AVES,",,"Otros sectores - Otro,"
Yair Guillermo Molina Martínez,"EVALUACIÓN RÁPIDA DE LAS AVES DE LA PARTE BAJA DE LA CUENCA DEL RÍO ANAMICHÚ, MUNICIPIO DE RIO BLANCO - TOLIMA",Artículo - Publicado en revista especializada,"YAIR GUILLERMO MOLINA MARTINEZ, JORGE ENRIQUE GARCIA MELO, LOSADA PRADO S",  Colombia, Unilibros Universidad Nacional,, 1909-4841,Tumbaga,2015, 2, 10, 72, 93,"AVES,",,
Nohora Meneses Casas,Automatic Fault Detection in a Cascaded Transformer Multilevel Inverter Using Pattern Recognition Techniques,Artículo - Publicado en revista especializada,"DIEGO FERNANDO SALAZAR D ANTONIO, NOHORA MENESES CASAS, MANUEL GUILLERMO FORERO VARGAS, OSWALDO LOPEZ SANTOS", , Springer-Verlag London Ltd., 10.1007/978-3-030-31332-6_33, 0302-9743,Lecture Notes In Computer Science,2019, 11867, , 378, 385,,,
Nohora Meneses Casas,Image Feature Detection Based on Phase Congruency by Monogenic Filters with New Noise Estimation,Artículo - Publicado en revista especializada,"CARLOS ANTONIO JACANAMEJOY JAMIOY, NOHORA MENESES CASAS, MANUEL GUILLERMO FORERO VARGAS", , Springer-Verlag London Ltd., 10.1007/978-3-030-31332-6_50, 0302-9743,Lecture Notes In Computer Science,2019, 11867, , 577, 588,,,
Richard Clayton Doughman III,Cuando el tatakuá se apaga: la soja y la destrucción de las bases de la cocina paraguaya,Artículo - Publicado en revista especializada,RICHARD CLAYTON DOUGHMAN III,  Paraguay,,, 0001-4605,"Revista Acción - Centro De Estudios Paraguayos, Antonio Guasch",2011, Marzo 2011, 312, 26, 29,,,
Richard Clayton Doughman III,"Paraguay, después del golpe del Estado",Artículo - Publicado en revista especializada,RICHARD CLAYTON DOUGHMAN III,  Colombia,,, 2215-8332,Revista Izquierda. Espacio Crítico-Centro De Estudios,2013, Febrero 2013, 30, 40, 45,,,
Richard Clayton Doughman III,Tracing the metabolic rift in Colombia's greengrocer: an environmental history of the Anaime Valley,Artículo - Publicado en revista especializada,RICHARD CLAYTON DOUGHMAN III,  España, Universidad de Murcia, 10.26882/histagrar.080e03d, 1139-1472,Historia Agraria,2020, 80, N/A, 1, 35,"Arracacha,",,
ALFREDO JOSE TORRES BENITEZ,"Binarization method for chromosomal analysis of primitive plants: the case of Zamia tolimensis and Zamia huilensis (Cycadales, Zamiaceae)",Artículo - Publicado en revista especializada,ALFREDO JOSE TORRES BENITEZ,  Estados Unidos, Proceedings Of Spie The International Society For Optical Engineering, 10.1117/12.2594396., 0277-786X,"Proceedings Of Spie, The International Society For Optical Engineering",2021, 11842, 118421X, 1, 9,,,
ALFREDO JOSE TORRES BENITEZ,Phylogenetic studies and metabolite analysis of Sticta species from Colombia and Chile by ultra-high performance liquid chromatography-high resolution-Q-orbitrap-mass spectrometry,Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITEZ, MIGUEL MORENO, MARIO SIMIRGIOTIS, BEATRIZ SEPULVEDA, OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE MEDINA",  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/metabo12020156, 2218-1989,Metabolites,2022, 12, 2, 1, 16,,,
ALFREDO JOSE TORRES BENITEZ,"Phenolic profile, antioxidant and enzyme inhibition properties of the chilean endemic plant Ovidia pillopillo (Gay) Meissner (Thymelaeaceae)",Artículo - Publicado en revista especializada,"CARMEN CORTES, RUTH BARRIENTOS, CARLOS ARECHE MEDINA, BEATRIZ SEPULVEDA, ALFREDO JOSE TORRES BENITEZ, MARIO SIMIRGIOTIS",  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/metabo12020090, 2218-1989,Metabolites,2022, 12, 22, 1, 20,,,
ALFREDO JOSE TORRES BENITEZ,Metabolomic Analysis of Two Parmotrema Lichens: P. robustum (Degel.) Hale and P. andinum (Mull. Arg.) Hale Using UHPLC-ESI-OT-MS-MS,Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITEZ, MARIA ALEJANDRA RIVERA MONTALVO, BEATRIZ SEPULVEDA, OLIVIO CASTRO, EDGAR ORLANDO NAGLES VIDAL, MARIO SIMIRGIOTIS, OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE MEDINA",  Suiza, Multidisciplinary Digital Publishing Institute (MDPI), 10.3390/molecules22111861, 1420-3049,Molecules,2017, 22, 11, 1861, 1872,,,
ALFREDO JOSE TORRES BENITEZ,"New combination between chitosan, single walled carbon nanotubes and neodymium(III) oxide found to be useful in the electrochemical determination of rutin in the presence of morin and quercetin",Artículo - Publicado en revista especializada,"JORGE ANDRES CALDERON GUTIERREZ, MARIA CAMILA CARDOZO PEREZ, ALFREDO JOSE TORRES BENITEZ, OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",  Reino Unido, Royal Society of Chemistry, 10.1039/c7ay02171b, 1759-9679,Analytical Methods,2017, 9, 46, 6474, 6481,,,
ALFREDO JOSE TORRES BENITEZ,"Caracterización florística de la Reserva Natural de la Sociedad Civil Covadonga, Cundinamarca, Colombia",Artículo - Publicado en revista especializada,"KAREN TATIANA MARIN MORENO, MICHEL ESTEFAN AGUDELO, ALFREDO JOSE TORRES BENITEZ",  Colombia, Forec Universidad De Caldas, 10.17151/bccm.2021.25.2.1, 0123-3068,Boletin Cientifico del Centro de Museos,2021, 25, 2, 13, 29,,,
ALFREDO JOSE TORRES BENITEZ,Erythrinoid and indol alkaloids isolated from the seeds of Erythrina rubrinervia Kunth: Chemotaxonomic significance,Artículo - Publicado en revista especializada,"SIMON DAVID URREA FLORIAN, BEATRIZ SEPULVEDA, ALFREDO JOSE TORRES BENITEZ, MARIO SIMIRGIOTIS, CARLOS ARECHE MEDINA, OLIMPO JOSE GARCIA BELTRAN",  Reino Unido, Jai-Elsevier Ltd, 10.1016/j.bse.2021.104295, 0305-1978,Biochemical Systematics and Ecology,2021, 97, N/A, 1, 5,,,
ALFREDO JOSE TORRES BENITEZ,"COMPOSICIÓN FÍSICA Y QUÍMICA DE LOS SUELOS FLUVIOVOLCÁNICOS DE ARMERO TOLIMA, COLOMBIA",Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITEZ, HECTOR ESQUIVEL, FERNANDO TINOCO",  Colombia, Universidad Nacional De Colombia Sede Bogota, 10.18257/raccefyn.447, 0370-3908,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",2017, 41, 158, 119, 126,,,
ALFREDO JOSE TORRES BENITEZ,Terpenic Compounds in Chilean Species of the Genus Blechnum (Pteridophyta: Blechnaceae) with Neuroprotective Potential,Artículo - Publicado en revista especializada,"ALFREDO JOSE TORRES BENITEZ, MATHIAS FLORES GONZALEZ, MARIO SIMIRGIOTIS",  Suiza, MDPI AG, 10.3390/IECBS-08535, 2504-3900,Proceedings,2021, 71, 1, 1, 4,,,
ALFREDO JOSE TORRES BENITEZ,LA SUCESIÓN VEGETAL EN LOS LODOS FLUVIOVOLCÁNICOS DE ARMERO-TOLIMACOLOMBIA 30 AÑOS DESPUÉS DE LA ERUPCIÓN DEL VOLCÁN ARENAS DEL NEVADO DEL RUIZ,Artículo - Publicado en revista especializada,"HECTOR ESQUIVEL, FERNANDO TINOCO, ALFREDO JOSE TORRES BENITEZ",  Colombia, Instituto  de Estudios Políticos y   Relaciones Internacionales  de la Universidad Nacional de Colombia, 10.15446/caldasia.v38n1.57832, 0366-5232,Caldasia,2016, 38, 1, 101, 116,,,
